MSOA_code,Households
E02002657,2880
E02002658,2912
E02002659,4523
E02002660,3061
E02002661,3228
E02002662,3540
E02002663,2119
E02002664,2809
E02002665,3194
E02002666,3138
E02002667,3200
E02002668,4096
E02002669,3316
E02002670,3532
E02002671,2860
E02002672,2941
E02002673,3243
E02002674,3221
E02002675,3375
E02002676,3348
E02002677,3902
E02002678,3276
E02002679,3288
E02002680,3548
E02002681,3120
E02002682,3678
E02002683,3696
E02002684,3994
E02002685,3592
E02002686,3479
E02002687,2554
E02002688,2487
E02002689,2285
E02002690,5204
E02002691,3004
E02002692,3109
E02002693,2480
E02002694,4271
E02002695,3524
E02002696,2323
E02002697,2826
E02002698,2682
E02002699,3827
E02002700,2720
E02002701,3055
E02002702,4228
E02002703,3373
E02002704,3018
E02002705,2714
E02002706,2959
E02002707,2707
E02002708,2755
E02002709,2908
E02002710,3075
E02002711,3110
E02002712,3047
E02002713,3491
E02002714,3014
E02002715,3776
E02002716,2966
E02002717,3375
E02002718,3148
E02002719,2243
E02002720,2428
E02002721,2448
E02002722,3640
E02002723,3400
E02002724,3525
E02002725,2315
E02002726,4282
E02002727,3068
E02002728,3557
E02002729,2419
E02002730,3032
E02002731,2372
E02002732,2694
E02002733,2688
E02002734,2328
E02002735,2217
E02002736,2308
E02002737,2904
E02002738,3008
E02002739,2767
E02002740,2412
E02002741,3517
E02002742,2370
E02002743,2619
E02002744,2785
E02002745,3076
E02002746,3278
E02002747,3084
E02002748,3268
E02002749,3996
E02002750,2273
E02002751,2552
E02002752,2613
E02002753,3710
E02002754,2978
E02002755,2545
E02002756,2985
E02002757,2435
E02002758,2598
E02002759,3714
E02002760,2436
E02002761,2604
E02002762,2614
E02002763,2784
E02002764,2246
E02002765,2572
E02002766,3172
E02002767,2788
E02002768,2781
E02002769,2434
E02002770,2451
E02002771,2734
E02002772,2535
E02002773,2574
E02002774,2595
E02002775,2460
E02002776,2672
E02002777,3117
E02002778,3263
E02002779,4022
E02002780,3304
E02002781,3418
E02002782,2396
E02002783,3760
E02002784,4395
E02002785,2602
E02002786,3390
E02002787,4039
E02002788,3533
E02002789,3798
E02002790,4127
E02002791,2569
E02002792,2959
E02002793,3939
E02002794,2108
E02002795,3344
E02005742,3016
E02005743,2166
E02005744,3070
E02005745,2047
E02005746,2822
E02005747,2863
E02005748,2843
E02005749,3854
E02005750,3199
E02005751,3658
E02005752,2679
E02005753,5086
E02005754,3046
E02005755,2552
E02005756,2324
E02005757,3297
E02005758,3161
E02005759,3431
E02005760,2258
E02005761,2184
E02005762,2024
E02005763,2347
E02005764,4323
E02005765,2470
E02005766,2451
E02005767,2481
E02005768,2204
E02005769,2924
E02005770,4059
E02005771,3323
E02005772,2382
E02005773,3949
E02005774,3694
E02005775,3952
E02005776,2945
E02005777,3419
E02005778,2312
E02005779,3350
E02005780,4067
E02005781,2216
E02005782,3143
E02005783,3562
E02005784,2138
E02005785,3477
E02005786,2632
E02005787,3173
E02005788,2804
E02005789,4460
E02005790,2714
E02005791,2603
E02005792,2270
E02005793,2833
E02005794,3767
E02005795,3299
E02005796,2953
E02005797,2674
E02005798,3627
E02005799,3938
E02005800,3450
E02005801,2358
E02005802,3265
E02005803,3719
E02005804,3926
E02005805,3094
E02005806,2810
E02005807,2559
E02005808,5057
E02005809,3140
E02005810,3025
E02005811,3322
E02005812,3220
E02005813,3963
E02005814,2583
E02005815,3024
E02005816,2971
E02005817,2759
E02005818,2829
E02002796,2512
E02002797,3207
E02002798,4244
E02002799,2426
E02002800,2701
E02002801,3131
E02002802,3181
E02002803,2690
E02002804,3159
E02002805,2548
E02002806,2499
E02002807,3652
E02002808,4359
E02002809,2557
E02002810,3041
E02002811,3056
E02002812,2349
E02002813,2923
E02002814,3172
E02002815,2167
E02002816,2848
E02002817,2408
E02002818,2530
E02002819,2895
E02002820,3721
E02002821,3784
E02002822,2672
E02002823,3276
E02002824,3591
E02002825,2591
E02002826,2516
E02002827,2558
E02002828,2718
E02002829,4144
E02002830,3058
E02002831,2319
E02002832,2702
E02002833,2405
E02002834,3136
E02002835,2238
E02002836,3046
E02002837,2452
E02002838,3099
E02002839,2839
E02002840,3724
E02002841,3100
E02002842,3003
E02002843,3545
E02002844,3496
E02002845,3851
E02002846,2996
E02002847,2766
E02002848,3082
E02002849,4496
E02002850,3325
E02002851,2758
E02002852,2429
E02002853,3784
E02002854,3142
E02002855,2405
E02002856,4636
E02002857,2678
E02002858,2770
E02002859,2840
E02002860,3353
E02002861,2775
E02002862,3483
E02002863,2587
E02002864,2196
E02002865,2902
E02002866,2765
E02002867,3008
E02002868,2523
E02002869,3133
E02002870,3608
E02002871,3456
E02002872,3614
E02002873,3288
E02002874,2986
E02002875,3377
E02002876,3223
E02002877,3714
E02002878,3050
E02002879,3213
E02002880,3214
E02002881,2591
E02002882,3734
E02002883,3051
E02002884,2463
E02002885,3164
E02002886,3299
E02002887,2777
E02002888,3047
E02002889,2509
E02002890,3201
E02002891,3234
E02002892,2523
E02002893,3941
E02002894,2619
E02002895,2553
E02002896,3687
E02002897,3395
E02002898,3908
E02002899,2283
E02002900,4601
E02002901,2410
E02002902,3570
E02002903,2509
E02002904,2644
E02004029,2734
E02004030,2438
E02004031,3081
E02004032,3429
E02004033,3541
E02004034,3054
E02004035,2576
E02004036,4104
E02004037,3099
E02004038,3103
E02004039,3201
E02004040,3200
E02004041,2602
E02004042,3191
E02004043,2871
E02004044,2902
E02004045,3673
E02004046,2585
E02004047,2127
E02004048,2738
E02004049,3320
E02004050,2725
E02004051,3581
E02004052,3127
E02004053,2931
E02004054,3439
E02004055,3155
E02004056,3032
E02004057,3137
E02004058,3514
E02004059,3113
E02004060,2933
E02004061,3289
E02004062,3579
E02004063,3586
E02004064,3272
E02004065,3585
E02004066,4401
E02004067,2870
E02004068,3209
E02004069,3012
E02004070,2691
E02004071,2190
E02004072,3398
E02004073,4035
E02004074,2408
E02004075,2970
E02004076,2351
E02004077,2791
E02004078,2995
E02004079,2653
E02004080,3902
E02004081,2426
E02004082,2469
E02004083,3077
E02004084,2646
E02004085,3502
E02004086,3006
E02004087,3366
E02004088,2971
E02004089,3061
E02004090,2498
E02004091,3776
E02004092,3878
E02004093,2659
E02004094,2948
E02004095,4002
E02004096,3566
E02004097,3255
E02004098,3208
E02004099,2126
E02004100,3052
E02004101,3062
E02004102,3715
E02004103,2794
E02004104,2674
E02004105,3725
E02004106,3078
E02004107,3081
E02004108,3221
E02004109,2877
E02004110,3006
E02004111,2296
E02004112,2759
E02004113,3817
E02004114,3039
E02004115,3549
E02004116,3167
E02004117,3077
E02004118,2381
E02004119,2670
E02004120,2787
E02004121,2492
E02004122,2256
E02004123,2681
E02004124,2993
E02004125,3393
E02004126,2766
E02004127,4706
E02004128,3872
E02005333,4008
E02005334,2056
E02005335,2704
E02005336,2351
E02005337,3721
E02005338,3624
E02005339,3346
E02005340,3333
E02005341,2495
E02005342,2748
E02005343,2655
E02005344,2867
E02005345,2313
E02005346,4281
E02005347,3085
E02005348,2525
E02005349,2620
E02005350,2675
E02005351,2326
E02005352,2177
E02005353,3475
E02005354,3322
E02005355,2330
E02005356,2586
E02005357,2565
E02005358,4043
E02005359,2249
E02005360,2464
E02005361,2412
E02005362,2387
E02005363,2585
E02005364,2014
E02005365,3607
E02005366,2427
E02005367,2525
E02005368,2226
E02005369,3600
E02005370,3149
E02005371,3572
E02005372,3440
E02005373,3459
E02005374,2694
E02005375,2723
E02005376,3459
E02005377,3170
E02005378,2033
E02005379,2233
E02005380,3247
E02005381,3129
E02005382,3716
E02005383,3582
E02005384,2565
E02005385,2363
E02005386,3490
E02005387,3067
E02005388,2429
E02005389,2569
E02005390,3490
E02005391,3737
E02005392,3389
E02005393,2797
E02005394,3384
E02005395,3683
E02005396,2627
E02005397,3200
E02005398,2403
E02005399,2426
E02005400,2273
E02005401,2127
E02005402,2369
E02005403,2748
E02005404,2932
E02005405,2765
E02005406,2501
E02005407,2920
E02005408,2833
E02005409,3897
E02005410,2168
E02005411,2614
E02005412,3354
E02005413,3338
E02005414,3300
E02005415,3294
E02005416,3850
E02005417,2780
E02005418,3816
E02005419,3076
E02005420,3383
E02005421,5400
E02005422,2187
E02005423,3347
E02005424,4188
E02005425,2522
E02005426,3859
E02005427,3012
E02005428,3466
E02005429,2712
E02005430,2699
E02005431,3443
E02005432,3141
E02005433,2954
E02005434,2889
E02005435,2821
E02005436,2990
E02005437,2753
E02005438,2870
E02005439,3728
E02005440,2108
E02005441,3379
E02005442,2643
E02005443,2617
E02005444,4650
E02005445,4044
E02005446,2611
E02005447,3142
E02005448,2633
E02005449,2707
E02005450,3739
E02005451,3231
E02005452,4626
E02005453,4177
E02005454,4915
E02005455,3810
E02005456,3609
E02005457,3192
E02005458,2306
E02005459,2974
E02005460,2192
E02005461,2507
E02005462,3523
E02005463,2644
E02005464,3025
E02005465,3263
E02005466,2472
E02005467,2972
E02005468,2823
E02005469,2726
E02005470,3659
E02005471,3418
E02005472,3804
E02005473,3020
E02005474,2456
E02005475,2139
E02005476,2666
E02005477,3443
E02005478,4351
E02005479,3201
E02005480,2672
E02005481,3947
E02005482,3558
E02005483,2827
E02005484,2740
E02005485,2353
E02005486,2612
E02005487,3403
E02005488,2541
E02005489,2768
E02005490,3687
E02005491,4723
E02005492,3732
E02005493,3166
E02005494,3373
E02005495,4099
E02005496,2307
E02005497,2458
E02005498,2759
E02005499,2849
E02005500,2163
E02005501,2840
E02005502,3126
E02005612,2393
E02005613,3724
E02005614,2563
E02005615,3731
E02005616,2256
E02005617,4048
E02005618,3299
E02005619,2170
E02005620,2951
E02005621,2691
E02005622,3305
E02005623,3017
E02005624,2820
E02005625,3252
E02005626,2766
E02005627,2727
E02005628,3050
E02005629,2201
E02005630,3488
E02005631,3466
E02005632,2273
E02005633,3314
E02005634,2919
E02005635,2738
E02005636,3980
E02005637,3570
E02005638,3295
E02005639,2103
E02005640,3292
E02005641,2962
E02005642,2961
E02005643,3261
E02005644,3125
E02005645,4240
E02005646,2632
E02005647,2802
E02005648,2766
E02005649,4300
E02005650,2376
E02005651,2623
E02005652,2586
E02005653,3100
E02005654,3087
E02005655,2470
E02005656,2284
E02005657,2580
E02005658,2510
E02005659,2278
E02005660,2300
E02005661,2469
E02005662,2642
E02005663,2335
E02005664,2398
E02005665,2995
E02005666,3061
E02005667,2648
E02005668,2423
E02005669,2272
E02005670,3248
E02005671,2997
E02005672,2685
E02005673,2719
E02005674,2569
E02005675,2311
E02005676,2254
E02005677,2561
E02005678,2285
E02005679,3616
E02005680,2153
E02005681,3209
E02005682,2650
E02005683,3623
E02005684,3204
E02005685,3078
E02005686,3045
E02005687,2249
E02005688,2868
E02005689,2930
E02005690,2283
E02005691,2577
E02005692,2764
E02005693,2712
E02005694,3096
E02005695,2785
E02005696,2551
E02005697,2811
E02005698,2376
E02005699,2917
E02005700,3716
E02005701,4353
E02005819,2575
E02005820,2482
E02005821,2522
E02005822,3444
E02005823,3058
E02005824,3544
E02005825,3060
E02005826,2473
E02005827,3047
E02005828,2820
E02005829,2568
E02005830,2580
E02005831,3074
E02005832,3473
E02005833,2923
E02005834,2957
E02005835,3994
E02005836,3565
E02005837,2593
E02005838,3518
E02005839,2631
E02005840,3001
E02005841,2820
E02005842,3452
E02005843,2373
E02005844,3148
E02005845,2195
E02005846,2617
E02005847,2670
E02005848,2692
E02005849,3424
E02005850,2924
E02005851,2553
E02005852,3287
E02005853,3608
E02005854,2070
E02005855,2822
E02005856,3061
E02005857,2659
E02005858,3179
E02005859,3859
E02005860,3688
E02005861,2391
E02005862,3381
E02005863,3053
E02005864,2913
E02005865,3211
E02005866,3617
E02005867,2333
E02005868,2820
E02005869,2460
E02005870,2856
E02005871,2899
E02005872,2432
E02005873,4122
E02005874,3579
E02005875,2947
E02005876,3642
E02005877,3017
E02005878,4351
E02005879,3268
E02005880,2442
E02005881,2566
E02005882,3128
E02005883,2912
E02005884,2586
E02005885,3481
E02005886,3831
E02005887,3846
E02005888,3414
E02005889,4308
E02005890,2709
E02005891,2607
E02005892,3774
E02005893,4122
E02005894,3493
E02005895,3173
E02005896,2807
E02005897,3380
E02005898,4476
E02005899,4508
E02005900,2800
E02005901,3280
E02005902,3357
E02005903,4232
E02005904,2552
E02005905,2283
E02005906,2488
E02005907,3682
E02005908,3596
E02005909,3170
E02005910,3830
E02005911,3158
E02005912,3498
E02005913,2717
E02005914,2857
E02005915,2267
E02005916,2819
E02005917,2270
E02005918,2232
E02005919,2266
E02005920,2823
E02001827,2490
E02001828,2867
E02001829,2968
E02001830,3774
E02001831,3912
E02001832,3118
E02001833,2287
E02001834,2428
E02001835,3281
E02001836,3607
E02001837,4174
E02001838,2931
E02001839,2770
E02001840,3247
E02001841,2359
E02001842,3070
E02001843,2663
E02001844,4143
E02001845,2563
E02001846,3199
E02001847,2373
E02001848,2518
E02001849,3521
E02001850,3088
E02001851,3209
E02001852,2586
E02001853,3112
E02001854,3173
E02001855,3850
E02001856,3249
E02001857,4503
E02001858,3676
E02001859,2881
E02001860,2795
E02001861,3235
E02001862,3099
E02001863,2701
E02001864,2672
E02001865,3412
E02001866,2536
E02001867,2531
E02001868,2689
E02001869,2398
E02001870,3320
E02001871,3547
E02001872,2988
E02001873,3088
E02001874,2606
E02001875,2659
E02001876,2533
E02001877,2477
E02001878,2674
E02001879,2625
E02001880,3372
E02001881,2725
E02001882,3115
E02001883,3534
E02001884,2372
E02001885,4844
E02001886,2675
E02001887,2078
E02001888,2545
E02001889,2329
E02001890,3977
E02001891,2027
E02001892,3491
E02001893,3130
E02001894,3043
E02001895,3263
E02001896,2572
E02001897,2678
E02001898,2648
E02001899,3077
E02001900,2780
E02001901,3462
E02001902,2471
E02001903,2190
E02001904,2541
E02001905,2466
E02001906,3745
E02001907,4059
E02001908,2376
E02001909,2275
E02001910,2349
E02001911,3322
E02001912,2260
E02001913,3343
E02001914,2127
E02001915,4422
E02001916,2892
E02001917,2016
E02001918,3987
E02001919,2513
E02001920,3221
E02001921,3205
E02001922,3092
E02001923,3286
E02001924,2367
E02001925,2785
E02001926,2904
E02001927,3129
E02001928,3035
E02001929,3744
E02001930,3136
E02001931,3030
E02001932,3354
E02001933,3097
E02001934,2255
E02001935,3193
E02001936,2416
E02001937,3148
E02001938,3216
E02001939,2849
E02001940,2955
E02001941,2563
E02001942,2812
E02001943,2485
E02001944,2602
E02001945,3016
E02001946,3099
E02001947,2952
E02001948,2950
E02001949,2571
E02001950,3254
E02001951,3717
E02001952,3726
E02001953,2983
E02001954,3316
E02001955,2514
E02001956,2489
E02001957,3058
E02001958,3100
E02001959,2379
E02001960,3022
E02001961,3217
E02001962,2134
E02001963,2510
E02001964,3811
E02001965,3157
E02001966,2001
E02001967,2546
E02001968,2363
E02001969,2640
E02001970,2455
E02001971,2432
E02001972,3392
E02001973,3257
E02001974,3749
E02001975,2986
E02001976,3076
E02001977,3439
E02001978,2458
E02001979,2499
E02001980,2558
E02001981,3663
E02001982,2538
E02001983,3327
E02001984,3470
E02001985,2558
E02001986,3491
E02001987,2548
E02001988,2587
E02001989,2297
E02001990,3427
E02001991,3609
E02001992,3698
E02001993,2605
E02001994,3343
E02001995,2894
E02001996,2934
E02001997,3427
E02001998,2391
E02001999,2360
E02002000,3100
E02002001,2479
E02002002,2949
E02002003,3748
E02002004,2928
E02002005,3215
E02002006,2656
E02002007,3801
E02002008,2793
E02002009,2518
E02002010,2573
E02002011,2356
E02002012,3270
E02002013,2784
E02002014,2585
E02002015,2457
E02002016,3142
E02002017,3155
E02002018,3684
E02002019,3043
E02002020,3651
E02002021,2997
E02002022,3299
E02002023,2230
E02002024,3121
E02002025,3160
E02002026,2765
E02002027,2244
E02002028,2592
E02002029,2417
E02002030,2443
E02002031,2284
E02002032,3635
E02002033,3069
E02002034,3540
E02002035,2441
E02002036,2633
E02002037,2514
E02002038,3868
E02002039,2497
E02002040,2458
E02002041,2602
E02002042,3290
E02002043,2986
E02002044,2499
E02002045,2984
E02002046,2102
E02002047,2696
E02002048,2672
E02002049,2223
E02002050,3997
E02002051,2210
E02002052,3668
E02002053,2485
E02002054,2182
E02002055,3495
E02002056,3246
E02002057,3573
E02002058,3680
E02002059,3875
E02002060,2491
E02002061,2161
E02002062,2778
E02002063,3157
E02002064,4398
E02002065,3479
E02002066,2501
E02002067,2273
E02002068,3377
E02002069,2844
E02002070,3307
E02002071,2554
E02002072,3192
E02002073,2942
E02002074,3126
E02002075,3238
E02002076,4461
E02002077,3959
E02002078,2563
E02002079,3370
E02002080,2679
E02002081,2373
E02002082,2375
E02002083,2350
E02002084,2695
E02002085,2570
E02002086,2361
E02002087,2572
E02002088,3861
E02002089,2800
E02002090,2294
E02002091,3155
E02002092,3011
E02002093,2471
E02002094,2258
E02002095,3152
E02002096,3697
E02002097,2744
E02002098,3606
E02002099,2522
E02002100,2342
E02002101,2532
E02002102,3315
E02002103,2554
E02002104,2307
E02002105,2788
E02002106,3753
E02002107,2207
E02002108,3650
E02002109,2618
E02002110,2523
E02002111,2628
E02002112,2217
E02002113,2399
E02002114,2470
E02002115,2773
E02002116,2811
E02002117,2580
E02002118,2902
E02002119,2357
E02002120,2341
E02002121,2346
E02002122,2080
E02002123,2479
E02002124,2700
E02002125,2471
E02002126,2594
E02002127,2916
E02002128,2281
E02002129,2399
E02002130,2445
E02002131,3041
E02002132,2427
E02002133,2739
E02002134,3005
E02002135,2371
E02002136,2605
E02002137,2406
E02002138,2175
E02002139,3090
E02002140,2819
E02002141,2342
E02002142,2249
E02002143,3019
E02002144,2421
E02002145,2534
E02002146,2094
E02002147,3040
E02002148,4249
E02002149,4037
E02002150,2243
E02002151,2467
E02002152,2283
E02002153,3366
E02002154,2266
E02002155,2007
E02002156,3378
E02002157,3122
E02002158,3359
E02002159,2148
E02002160,2500
E02002161,2388
E02002162,3241
E02002163,4260
E02002164,2144
E02002165,3399
E02002166,3689
E02002167,2935
E02002168,3756
E02002169,3516
E02002170,2493
E02002171,2890
E02002172,2411
E02002173,2076
E02002174,2887
E02002175,2482
E02002176,3274
E02002177,3234
E02002178,2618
E02002179,2530
E02002180,2596
E02002181,2653
E02002182,2470
E02002905,2507
E02002906,2472
E02002907,2402
E02002908,3569
E02002909,4244
E02002910,3327
E02002911,3633
E02002912,2593
E02002913,2396
E02002914,4116
E02002915,2602
E02002916,4108
E02002917,2755
E02002918,2463
E02002919,3249
E02002920,2514
E02002921,3239
E02002922,2424
E02002923,4211
E02002924,2433
E02002925,4094
E02002926,4469
E02002927,4463
E02002928,2248
E02002929,2091
E02002930,2307
E02002931,2242
E02002932,3070
E02002933,3483
E02002934,2340
E02002935,2739
E02002936,2777
E02002937,3674
E02002938,2594
E02002939,2513
E02002940,2540
E02002941,3861
E02002942,2170
E02002943,2899
E02002944,3122
E02002945,3622
E02002946,3403
E02002947,2757
E02002948,2686
E02002949,2411
E02002950,2222
E02002951,3007
E02002952,2600
E02002953,3096
E02002954,3470
E02002955,2717
E02002956,3746
E02002957,3711
E02002958,3215
E02002959,3361
E02002960,2490
E02002961,2722
E02002962,3003
E02002963,3556
E02002964,3921
E02002965,2289
E02002966,3952
E02002967,4106
E02002968,3976
E02002969,3739
E02002970,3658
E02002971,2332
E02002972,2641
E02002973,3251
E02002974,2513
E02002975,3082
E02002976,2378
E02002977,2767
E02002978,2696
E02002979,2152
E02002980,2655
E02002981,3064
E02002982,2770
E02002983,2292
E02002984,2263
E02006008,3009
E02006009,2583
E02006010,4163
E02006011,2528
E02006012,2546
E02006013,2931
E02006014,3165
E02006015,3807
E02006016,2735
E02006017,2832
E02006018,4519
E02006019,2306
E02006020,2160
E02006021,2642
E02006022,2147
E02006023,3631
E02006024,3815
E02006025,3628
E02006026,2552
E02006027,2030
E02006028,3458
E02006029,3237
E02006030,2716
E02006031,2939
E02006032,3567
E02006033,3200
E02006034,3499
E02006035,2500
E02006036,2690
E02006037,3767
E02006038,3062
E02006039,2966
E02006040,2698
E02006041,2190
E02006042,2358
E02006043,2580
E02006044,2424
E02006045,4532
E02006046,3179
E02006118,2764
E02006119,3150
E02006120,3311
E02006121,2278
E02006122,2539
E02006123,2436
E02006124,3021
E02006125,3137
E02006126,3057
E02006127,2260
E02006128,3532
E02006129,3044
E02006130,2576
E02006131,2833
E02006132,2447
E02006133,2486
E02006134,3588
E02006135,3129
E02006136,2985
E02006137,3312
E02006138,2213
E02006139,2456
E02006140,3274
E02006141,3350
E02006142,2015
E02006143,2971
E02006144,3431
E02006145,2232
E02006146,2791
E02006147,2498
E02006148,2578
E02006149,3555
E02006150,4828
E02006151,3493
E02006152,3327
E02006153,2610
E02006154,4034
E02006155,2256
E02006156,2966
E02006157,2566
E02006158,3373
E02006159,2448
E02006160,3522
E02006161,2686
E02006162,3545
E02006163,3152
E02006164,3079
E02006165,3165
E02006166,3128
E02006167,3857
E02006168,3796
E02006169,2101
E02006170,2210
E02006171,3857
E02006172,4122
E02006173,2698
E02006174,3989
E02006175,2245
E02006176,2917
E02006177,3834
E02006178,3129
E02006179,2658
E02006180,2508
E02006181,2401
E02006182,2613
E02006183,3032
E02006184,2245
E02006185,3042
E02006186,4540
E02006187,2819
E02006188,2327
E02006189,2853
E02006190,3849
E02006191,3039
E02006192,3075
E02006193,2644
E02006194,3037
E02006195,3242
E02006196,2389
E02006197,3347
E02006198,2763
E02006199,3131
E02006200,3418
E02006201,4658
E02006202,3375
E02006203,2874
E02006204,3057
E02006205,2896
E02006206,3120
E02006207,2730
E02006208,3522
E02006209,3916
E02006210,2123
E02006211,2591
E02006212,3234
E02006213,2667
E02006214,2562
E02006215,3174
E02006216,3208
E02006217,3560
E02006218,3419
E02006219,3029
E02006220,3067
E02006221,2250
E02006222,2623
E02006223,2711
E02006224,2848
E02006225,2788
E02006226,3086
E02006468,4161
E02006469,3309
E02006470,4539
E02006471,2843
E02006472,3678
E02006473,4185
E02006474,2458
E02006475,3043
E02006476,3054
E02006477,2665
E02006478,2793
E02006479,3294
E02006480,3088
E02006481,2739
E02006482,2120
E02006483,3053
E02006484,3206
E02006485,2825
E02006486,2824
E02006487,2885
E02006488,2737
E02006489,2741
E02006490,2577
E02006491,3040
E02006492,3323
E02006493,3282
E02006494,2803
E02006495,2935
E02006496,2726
E02006497,2491
E02006498,3224
E02006499,2224
E02006500,2248
E02006501,3747
E02006502,4483
E02006503,2996
E02006504,2214
E02006505,2905
E02006506,2440
E02006507,3610
E02006508,3758
E02006509,2603
E02006510,2463
E02006511,3681
E02006512,4169
E02006513,2214
E02006514,3700
E02006515,3446
E02006516,3467
E02006517,2768
E02006518,3773
E02006519,3403
E02006520,3470
E02006521,3185
E02006522,2190
E02006523,4169
E02006524,2414
E02006525,5234
E02006526,3590
E02006527,3695
E02006528,4566
E02006529,3749
E02006530,3733
E02006531,3761
E02006532,3119
E02006533,3077
E02006696,2279
E02006697,2887
E02006698,2565
E02006699,2492
E02006700,2176
E02006701,2296
E02006702,2312
E02006703,2760
E02006704,2564
E02006705,2596
E02006706,2739
E02006707,2027
E02006708,2805
E02006709,2669
E02006710,3189
E02006711,2931
E02006712,2593
E02006713,2698
E02006714,2221
E02006715,3103
E02006716,2627
E02006717,2301
E02006718,2644
E02006719,2954
E02006720,2806
E02006721,2178
E02006722,2313
E02006723,2723
E02006724,2240
E02006725,2308
E02006726,2344
E02006727,2235
E02006728,2804
E02006729,2744
E02006730,2181
E02006731,2535
E02006732,2854
E02006733,2190
E02006734,3292
E02006735,2334
E02006736,2702
E02006737,3340
E02006738,3387
E02006739,2063
E02006740,2996
E02006741,2016
E02006742,3414
E02006743,2493
E02006744,2788
E02006745,3144
E02006746,2734
E02006747,2358
E02006748,2489
E02006749,2097
E02006750,2317
E02006751,2559
E02006752,2581
E02006753,2363
E02006754,2021
E02006755,2114
E02006756,2041
E02006757,2718
E02006758,2038
E02006759,3227
E02006760,3119
E02006761,2453
E02006762,2374
E02006763,2495
E02006764,2174
E02006765,2561
E02006766,3080
E02006767,3614
E02006768,2839
E02006769,3043
E02006770,2648
E02006771,2579
E02006772,2743
E02006773,3670
E02006774,3050
E02006775,2053
E02006776,2829
E02006777,2983
E02006778,2858
E02006779,2837
E02006780,2535
E02003237,2509
E02003238,2443
E02003239,3080
E02003240,2072
E02003241,2252
E02003242,3419
E02003243,3864
E02003244,3530
E02003245,2932
E02003246,2909
E02003247,3351
E02003248,3063
E02003249,3735
E02003250,3199
E02003251,2890
E02003252,3109
E02003253,3444
E02003254,3544
E02003255,3719
E02003256,2723
E02003257,3597
E02003258,3510
E02003259,2386
E02003260,3189
E02003261,2472
E02003262,3824
E02003263,4196
E02003264,3167
E02003265,3471
E02003266,3622
E02003267,3176
E02003268,3124
E02003269,3859
E02003270,3164
E02003271,3962
E02003272,2445
E02003273,3807
E02003274,3098
E02003275,4361
E02003276,2243
E02003277,3624
E02003278,4051
E02003279,3941
E02003280,4243
E02003281,4107
E02003282,4147
E02003283,4194
E02003284,4483
E02003285,4329
E02003286,3709
E02003287,3953
E02003288,4511
E02003289,4460
E02003290,4064
E02003291,4286
E02003292,4215
E02003293,4616
E02003294,3825
E02003295,3892
E02003296,2767
E02003297,2981
E02003298,2923
E02003299,2180
E02003300,3156
E02003301,3671
E02003302,3963
E02003303,3068
E02003304,3688
E02003305,2431
E02003306,3442
E02003307,3936
E02003308,2360
E02003309,3073
E02003310,3845
E02003311,3279
E02003312,3026
E02003313,4696
E02003599,2065
E02003600,2319
E02003601,2797
E02003602,2331
E02003603,3755
E02003604,2572
E02003605,3000
E02003606,2851
E02003607,3046
E02003608,3934
E02003609,3459
E02003610,2843
E02003611,2850
E02003612,2577
E02003613,2149
E02003614,2929
E02003615,3117
E02003616,2107
E02003617,3401
E02003618,3152
E02003619,3255
E02003620,3517
E02003621,3344
E02003622,3625
E02003623,2927
E02003624,2233
E02003625,3828
E02003626,2240
E02003627,3848
E02003628,2502
E02003629,3923
E02003630,3203
E02003631,2175
E02003632,2410
E02003633,2896
E02003634,2853
E02003635,2157
E02003636,2861
E02003637,3724
E02003638,2900
E02003639,3463
E02003640,2380
E02003641,2216
E02003642,3394
E02003643,2271
E02003644,3292
E02003645,2398
E02003646,3267
E02003647,3336
E02003648,2129
E02003649,2617
E02003650,2873
E02003651,2547
E02003719,3656
E02003720,3909
E02003721,3240
E02003722,3640
E02003723,2143
E02003724,3651
E02003725,3539
E02003726,3007
E02003727,3449
E02003728,3230
E02003729,3546
E02003730,2789
E02003731,2859
E02003732,3015
E02003733,2923
E02003734,3825
E02003735,2625
E02003736,3700
E02003737,4044
E02003738,2431
E02003739,2386
E02003740,2301
E02003741,2529
E02003742,2427
E02003743,3807
E02003744,4940
E02003745,3290
E02003746,2467
E02003747,4484
E02003748,2976
E02003749,2234
E02003750,2597
E02003751,2165
E02003752,3808
E02003753,3610
E02003754,2309
E02003755,3289
E02003756,2701
E02003757,2385
E02003758,3323
E02003759,2350
E02003760,2745
E02003761,2311
E02003762,3499
E02003763,3962
E02003764,3246
E02003765,2701
E02003766,2560
E02003767,2433
E02003768,3615
E02003769,2414
E02003770,2326
E02003771,2553
E02003772,2796
E02003773,3633
E02003774,2301
E02003775,2418
E02003776,2470
E02003777,2251
E02003778,2145
E02003779,2161
E02003780,3367
E02003781,2403
E02003782,2737
E02003783,2450
E02003784,2892
E02003785,3537
E02003786,2491
E02003787,2856
E02003788,2497
E02003789,2815
E02003790,3612
E02003791,2941
E02003792,3447
E02003793,2688
E02004424,2698
E02004425,3112
E02004426,3155
E02004427,3240
E02004428,2560
E02004429,2999
E02004430,2995
E02004431,3360
E02004432,2403
E02004433,3267
E02004434,3454
E02004435,3223
E02004436,3080
E02004437,3471
E02004438,3407
E02004439,3123
E02004440,3335
E02004441,3160
E02004442,3125
E02004443,3220
E02004444,3444
