MSOA_code,Households
E02004445,3378
E02004446,2657
E02004447,2395
E02004448,2537
E02004449,3524
E02004450,2412
E02004451,3222
E02004452,3248
E02004453,2626
E02004454,3122
E02004455,2471
E02004456,3399
E02004457,3344
E02004458,2874
E02004459,4088
E02004460,3587
E02004461,2211
E02004462,3596
E02004463,3017
E02004464,3661
E02004465,2483
E02004466,3280
E02004467,2986
E02004468,4070
E02004469,2658
E02004470,3892
E02004471,3237
E02004472,2497
E02004473,3038
E02004474,2926
E02004475,2590
E02004476,3059
E02004477,2654
E02004478,2659
E02004479,3235
E02004480,2698
E02004481,2770
E02004482,3226
E02004483,3107
E02004484,3318
E02004485,2469
E02004486,3107
E02004487,2925
E02004488,3501
E02004489,2554
E02004490,3147
E02004491,2983
E02004492,3782
E02004493,3376
E02004494,3665
E02004495,3414
E02004496,2820
E02004497,3151
E02004498,3604
E02004499,2596
E02004500,3500
E02004501,2998
E02004502,2658
E02004503,3082
E02004504,3230
E02004505,2005
E02004506,2616
E02004507,3327
E02004508,2564
E02004509,2536
E02004510,2047
E02004511,3606
E02004512,3547
E02004513,3859
E02004514,2261
E02004515,2826
E02004516,3845
E02004517,3195
E02004518,2257
E02004519,3125
E02004520,3237
E02004521,3466
E02004522,3155
E02004523,3215
E02004524,2853
E02004525,3041
E02004526,3124
E02004527,3635
E02004528,3203
E02004529,2462
E02004530,2494
E02004531,2514
E02004532,2663
E02004533,3033
E02004534,3414
E02004535,2303
E02004536,2414
E02004537,3967
E02004538,3342
E02004539,3222
E02004540,2331
E02004541,4730
E02004542,2309
E02004543,2556
E02004544,2495
E02004545,2972
E02004546,3158
E02004547,3154
E02004548,3198
E02004549,3213
E02004550,3190
E02004551,3110
E02004552,2752
E02004553,2950
E02004554,2994
E02004555,2377
E02004556,2718
E02004557,3048
E02004558,2805
E02004559,3130
E02004560,3040
E02004561,3638
E02004562,3433
E02004563,2666
E02004564,2918
E02004565,5674
E02004566,2049
E02004567,3087
E02004568,3082
E02004569,3011
E02004570,3477
E02004571,3043
E02004572,2945
E02004573,2694
E02004574,3151
E02004575,4675
E02004576,3518
E02004577,2105
E02004578,3443
E02004579,2998
E02004580,5612
E02004581,3040
E02004582,3210
E02004583,3582
E02004584,3321
E02004585,3246
E02004586,3497
E02004587,3438
E02004588,2947
E02004589,3241
E02004590,3693
E02004591,2604
E02004592,4802
E02004593,3012
E02004594,2701
E02004595,4280
E02004596,2253
E02004597,2370
E02004598,2892
E02004599,2606
E02004843,2349
E02004844,2727
E02004845,2896
E02004846,2333
E02004847,3399
E02004848,2420
E02004849,2272
E02004850,2994
E02004851,2323
E02004852,3043
E02004853,2562
E02004854,2776
E02004855,2838
E02004856,2118
E02004857,2199
E02004858,2052
E02004859,2093
E02004860,2408
E02004861,2256
E02004862,3050
E02004863,2957
E02004864,2492
E02004865,2252
E02004866,2663
E02004867,2135
E02004868,2305
E02004869,2186
E02004870,3458
E02004871,2054
E02004872,2740
E02004873,3521
E02004874,2294
E02004875,3347
E02004876,3270
E02004877,2063
E02004878,2559
E02004879,2915
E02004880,3321
E02004881,2316
E02004882,2696
E02004883,2154
E02004884,3782
E02004885,3129
E02004886,2081
E02004887,2763
E02004888,3333
E02004889,3992
E02004890,3193
E02004891,3091
E02004892,2390
E02004893,2043
E02004894,3023
E02004895,3308
E02004896,2998
E02004897,2590
E02004898,3043
E02004899,2139
E02004900,3072
E02004901,3390
E02004902,2881
E02004903,2400
E02004904,2403
E02004905,2301
E02004906,3144
E02004907,3629
E02004908,3876
E02004909,2059
E02004910,3794
E02004911,2917
E02004912,4207
E02004913,4010
E02004914,2890
E02004915,2366
E02004916,2824
E02004917,2708
E02004918,3065
E02004919,2962
E02004920,4264
E02004921,2961
E02004922,3718
E02004923,4066
E02004924,2602
E02004925,2826
E02004926,2946
E02004927,2430
E02004928,2601
E02004929,2358
E02004930,2710
E02004931,2600
E02004932,2568
E02004933,2401
E02004934,2578
E02004935,3223
E02004936,2144
E02004937,2691
E02004938,2142
E02004939,2551
E02004940,2883
E02004941,3123
E02004942,2280
E02004943,2997
E02004944,2361
E02004945,3787
E02004946,2544
E02004947,2583
E02004948,2615
E02004949,3392
E02004950,2447
E02004951,2961
E02004952,2718
E02004953,2475
E02004954,2507
E02004955,2362
E02004956,3348
E02004957,3150
E02004958,2776
E02004959,2003
E02004960,2125
E02004961,3552
E02004962,3443
E02004963,2679
E02004964,2209
E02004965,2750
E02004966,2427
E02004967,2976
E02004968,2817
E02004969,2625
E02004970,2810
E02004971,2694
E02004972,2256
E02004973,2815
E02004974,2770
E02004975,2291
E02004976,3052
E02004977,2643
E02004978,2930
E02004979,2651
E02004980,2309
E02004981,2150
E02004982,2379
E02004983,2635
E02004984,2844
E02004985,2853
E02004986,2784
E02004987,2397
E02004988,2338
E02004989,2495
E02004990,2478
E02004991,2807
E02004992,2859
E02004993,2216
E02004994,2199
E02004995,2100
E02005503,2864
E02005504,3599
E02005505,2551
E02005506,2789
E02005507,4390
E02005508,2618
E02005509,3129
E02005510,2923
E02005511,2966
E02005512,2703
E02005513,3769
E02005514,2791
E02005515,2154
E02005516,2586
E02005517,2112
E02005518,3692
E02005519,3077
E02005520,2976
E02005521,3197
E02005522,2093
E02005523,2855
E02005524,2292
E02005525,4049
E02005526,2207
E02005527,2909
E02005528,3229
E02005529,2594
E02005530,2232
E02005531,2315
E02005532,3066
E02005533,3282
E02005534,3324
E02005535,2706
E02005536,2333
E02005537,2354
E02005538,3710
E02005539,2895
E02005540,4053
E02005541,2489
E02005542,2756
E02005543,3392
E02005544,2592
E02005545,2613
E02005546,3556
E02005547,3356
E02005548,3063
E02005549,2201
E02005550,2703
E02005551,2757
E02005552,3531
E02005553,3942
E02005554,3053
E02005555,2501
E02005556,3027
E02005557,2422
E02005558,2734
E02005559,2776
E02005560,2965
E02005561,4086
E02005562,2889
E02005563,2858
E02005564,3536
E02005565,2580
E02005566,3567
E02005567,3258
E02005568,2792
E02005569,3057
E02005570,3335
E02005571,2981
E02005572,3671
E02005573,2519
E02005574,2848
E02005575,2924
E02005576,2802
E02005577,2282
E02005578,2405
E02005579,5245
E02005580,3291
E02005581,2895
E02005582,2675
E02005583,3628
E02005584,4170
E02005585,4270
E02005586,4643
E02005587,4158
E02005588,3868
E02005589,4277
E02005590,4981
E02005591,4525
E02005592,4058
E02005593,2697
E02005594,4726
E02005595,3919
E02005596,4292
E02005597,4255
E02005598,2593
E02005599,2322
E02005600,2089
E02005601,2615
E02005602,3956
E02005603,2862
E02005604,3293
E02005605,3593
E02005606,2224
E02005607,3849
E02005608,2982
E02005609,2772
E02005610,3036
E02005611,4165
E02006227,2595
E02006228,2265
E02006229,2281
E02006230,3904
E02006231,3349
E02006232,2340
E02006233,4739
E02006234,3095
E02006235,3250
E02006236,4080
E02006237,2967
E02006238,4024
E02006239,2806
E02006240,2928
E02006241,3451
E02006242,2225
E02006243,3488
E02006244,4097
E02006245,3127
E02006246,3022
E02006247,3120
E02006248,3257
E02006249,3207
E02006250,3615
E02006251,3444
E02006252,3208
E02006253,3102
E02006254,3247
E02006255,2437
E02006256,3148
E02006257,2961
E02006258,2488
E02006259,3094
E02006260,3395
E02006261,2902
E02006262,3172
E02006263,2796
E02006264,2943
E02006265,2714
E02006266,3474
E02006267,3014
E02006268,2632
E02006269,2489
E02006270,3230
E02006271,3129
E02006272,2901
E02006273,2558
E02006274,2320
E02006275,2900
E02006276,2598
E02006277,2112
E02006278,3297
E02006279,3812
E02006280,3541
E02006281,3467
E02006282,2491
E02006283,2443
E02006284,2622
E02006285,2466
E02006286,3929
E02006287,2646
E02006288,3451
E02006289,3186
E02006290,3850
E02006291,2937
E02006292,2591
E02006293,3370
E02006294,3521
E02006295,3419
E02006296,3687
E02006297,2892
E02006298,3668
E02006299,3692
E02006300,3468
E02006301,2649
E02006302,2836
E02006303,2916
E02006304,3161
E02006305,4069
E02006306,3158
E02006307,3167
E02006308,3423
E02006309,2989
E02006310,2626
E02006311,3585
E02006312,3396
E02006313,4166
E02006314,3006
E02006315,2864
E02006316,3064
E02000001,4338
E02000002,2733
E02000003,3784
E02000004,2400
E02000005,3193
E02000006,3520
E02000007,3319
E02000008,4509
E02000009,3255
E02000010,3167
E02000011,2298
E02000012,2985
E02000013,3108
E02000014,3560
E02000015,2969
E02000016,2399
E02000017,2810
E02000018,3138
E02000019,2910
E02000020,3172
E02000021,2867
E02000022,2653
E02000023,2526
E02000024,3805
E02000025,3501
E02000026,2528
E02000027,3713
E02000028,2350
E02000029,3315
E02000030,3369
E02000031,2856
E02000032,2626
E02000033,3022
E02000034,3292
E02000035,3305
E02000036,3717
E02000037,3225
E02000038,3577
E02000039,2367
E02000040,2270
E02000041,2940
E02000042,3943
E02000043,2583
E02000044,2854
E02000045,3912
E02000046,2593
E02000047,3693
E02000048,3150
E02000049,2934
E02000050,3436
E02000051,3243
E02000052,4097
E02000053,2650
E02000054,2476
E02000055,3788
E02000056,3356
E02000057,2285
E02000058,3836
E02000059,3649
E02000060,3044
E02000061,2931
E02000062,2238
E02000063,2105
E02000064,2367
E02000065,2501
E02000066,3824
E02000067,3378
E02000068,2394
E02000069,2436
E02000070,3108
E02000071,2746
E02000072,4531
E02000073,3956
E02000074,3153
E02000075,3168
E02000076,2559
E02000077,2868
E02000078,2966
E02000079,3173
E02000080,3508
E02000081,3083
E02000082,3344
E02000083,3703
E02000084,4074
E02000085,3006
E02000086,2742
E02000087,3051
E02000088,2905
E02000089,2842
E02000090,3782
E02000091,4157
E02000092,2489
E02000093,3166
E02000094,2643
E02000095,3162
E02000096,2647
E02000097,2861
E02000098,2682
E02000099,2604
E02000100,2436
E02000101,2857
E02000102,2727
E02000103,2839
E02000104,2158
E02000105,2879
E02000106,3279
E02000107,3584
E02000108,2152
E02000109,2677
E02000110,2926
E02000111,2727
E02000112,2489
E02000113,3220
E02000114,3116
E02000115,3598
E02000116,2556
E02000117,3662
E02000118,2682
E02000119,2646
E02000120,3615
E02000121,2593
E02000122,2867
E02000123,3870
E02000124,3408
E02000125,3683
E02000126,2980
E02000127,3763
E02000128,2985
E02000129,3024
E02000130,3384
E02000131,4259
E02000132,4346
E02000133,3764
E02000134,4905
E02000135,4100
E02000136,2216
E02000137,3527
E02000138,3879
E02000139,3101
E02000140,3231
E02000141,3178
E02000142,3116
E02000143,2926
E02000144,3374
E02000145,3292
E02000146,3303
E02000147,3123
E02000148,2466
E02000149,3155
E02000150,2800
E02000151,2969
E02000152,2545
E02000153,2804
E02000154,2943
E02000155,2994
E02000156,4618
E02000157,3313
E02000158,3050
E02000159,2616
E02000160,2866
E02000161,3150
E02000162,2727
E02000163,3010
E02000164,2444
E02000165,2601
E02000166,3516
E02000167,3737
E02000168,3417
E02000169,3102
E02000170,3294
E02000171,3521
E02000172,3843
E02000173,3452
E02000174,3472
E02000175,3695
E02000176,3309
E02000177,3671
E02000178,3657
E02000179,2842
E02000180,3193
E02000181,3747
E02000182,2861
E02000183,3681
E02000184,3274
E02000185,3670
E02000186,2685
E02000187,3272
E02000188,3064
E02000189,2029
E02000190,3215
E02000191,2204
E02000192,3025
E02000193,3155
E02000194,3670
E02000195,3264
E02000196,2264
E02000197,3155
E02000198,3243
E02000199,3041
E02000200,3580
E02000201,3558
E02000202,3259
E02000203,3221
E02000204,3291
E02000205,3046
E02000206,4054
E02000207,3327
E02000208,3031
E02000209,3034
E02000210,3294
E02000211,3317
E02000212,2834
E02000213,3795
E02000214,2219
E02000215,4931
E02000216,3173
E02000217,3393
E02000218,2393
E02000219,2978
E02000220,4088
E02000221,3272
E02000222,3408
E02000223,2955
E02000224,3380
E02000225,2675
E02000226,2795
E02000227,5006
E02000228,2875
E02000229,2367
E02000230,3522
E02000231,2437
E02000232,2264
E02000233,2306
E02000234,2951
E02000235,2460
E02000236,2781
E02000237,3083
E02000238,3059
E02000239,2859
E02000240,3489
E02000241,2364
E02000242,2102
E02000243,3012
E02000244,2406
E02000245,3072
E02000246,3051
E02000247,3030
E02000248,2771
E02000249,2527
E02000250,2572
E02000251,2442
E02000252,3016
E02000253,3755
E02000254,2428
E02000255,3688
E02000256,3375
E02000257,5685
E02000258,2311
E02000259,2271
E02000260,2468
E02000261,3272
E02000262,3310
E02000263,3124
E02000264,2972
E02000265,4305
E02000266,3609
E02000267,2641
E02000268,3811
E02000269,3264
E02000270,3426
E02000271,2823
E02000272,2538
E02000273,3015
E02000274,3324
E02000275,2068
E02000276,2768
E02000277,2540
E02000278,3044
E02000279,3327
E02000280,3410
E02000281,3252
E02000282,3247
E02000283,2731
E02000284,3273
E02000285,2432
E02000286,3578
E02000287,2382
E02000288,3296
E02000289,2365
E02000290,2424
E02000291,3646
E02000292,3444
E02000293,2378
E02000294,2803
E02000295,3138
E02000296,3604
E02000297,3378
E02000298,2910
E02000299,3098
E02000300,2890
E02000301,3103
E02000302,2925
E02000303,2889
E02000304,2765
E02000305,3202
E02000306,3212
E02000307,3206
E02000308,2853
E02000309,3373
E02000310,3033
E02000311,3366
E02000312,3874
E02000313,2605
E02000314,2345
E02000315,3200
E02000316,2628
E02000317,3065
E02000318,3263
E02000319,3112
E02000320,2495
E02000321,2682
E02000322,4644
E02000323,3718
E02000324,2705
E02000325,2529
E02000326,2947
E02000327,2217
E02000328,2934
E02000329,2445
E02000330,5409
E02000331,2750
E02000332,2872
E02000333,3021
E02000334,2581
E02000335,2600
E02000336,2384
E02000337,2918
E02000338,2570
E02000339,2620
E02000340,2847
E02000341,3013
E02000342,2476
E02000343,2676
E02000344,2517
E02000345,2275
E02000346,3109
E02000347,2706
E02000348,2797
E02000349,4272
E02000350,2841
E02000351,4029
E02000352,2671
E02000353,2896
E02000354,3332
E02000355,2653
E02000356,2728
E02000357,2572
E02000358,3841
E02000359,2389
E02000360,3771
E02000361,2752
E02000362,2674
E02000363,4020
E02000364,3301
E02000365,3912
E02000366,3400
E02000367,3151
E02000368,3634
E02000369,3686
E02000370,2914
E02000371,3713
E02000372,3199
E02000373,2382
E02000374,2415
E02000375,2886
E02000376,2799
E02000377,3361
E02000378,3285
E02000379,2655
E02000380,2644
E02000381,3558
E02000382,2782
E02000383,4072
E02000384,3343
E02000385,3207
E02000386,3460
E02000387,2552
E02000388,3515
E02000389,3361
E02000390,2640
E02000391,3270
E02000392,3829
E02000393,2498
E02000394,2473
E02000395,2687
E02000396,2565
E02000397,2914
E02000398,2603
E02000399,2519
E02000400,2622
E02000401,2290
E02000402,2344
E02000403,2560
E02000404,2250
E02000405,2361
E02000406,2483
E02000407,2578
E02000408,2423
E02000409,2368
E02000410,2751
E02000411,2711
E02000412,2254
E02000413,2726
E02000414,2358
E02000415,2388
E02000416,2686
E02000417,2709
E02000418,2216
E02000419,2535
E02000420,2697
E02000421,2513
E02000422,2519
E02000423,2346
E02000424,2657
E02000425,2047
E02000426,2788
E02000427,2509
E02000428,2515
E02000429,3225
E02000430,2950
E02000431,2951
E02000432,2804
E02000433,2789
E02000434,2827
E02000435,2496
E02000436,2032
E02000437,2988
E02000438,2919
E02000439,2528
E02000440,2830
E02000441,2764
E02000442,2410
E02000443,2874
E02000444,2489
E02000445,3062
E02000446,2005
E02000447,2333
E02000448,2561
E02000449,2504
E02000450,2245
E02000451,2286
E02000452,2496
E02000453,2464
E02000454,2490
E02000455,2805
E02000456,2510
E02000457,2267
E02000458,2603
E02000459,2627
E02000460,2215
E02000461,2623
E02000462,2219
E02000463,2847
E02000464,2509
E02000465,3167
E02000466,3021
E02000467,4120
E02000468,3027
E02000469,2535
E02000470,3308
E02000471,2873
E02000472,3522
E02000473,3635
E02000474,3257
E02000475,3482
E02000476,2677
E02000477,3461
E02000478,2067
E02000479,3281
E02000480,3510
E02000481,3214
E02000482,2507
E02000483,3248
E02000484,2993
E02000485,3226
E02000486,2924
E02000487,2930
E02000488,2880
E02000489,3023
E02000490,3113
E02000491,3404
E02000492,2475
E02000493,2336
E02000494,3084
E02000495,4130
E02000496,2949
E02000497,3260
E02000498,2564
E02000499,2970
E02000500,2847
E02000501,3155
E02000502,3105
E02000503,3044
E02000504,2885
E02000505,3242
E02000506,2648
E02000507,2758
E02000508,2890
E02000509,3026
E02000510,2905
E02000511,3150
E02000512,2834
E02000513,3179
E02000514,2990
E02000515,4087
E02000516,2704
E02000517,2856
E02000518,3053
E02000519,2780
E02000520,3446
E02000521,2849
E02000522,3076
E02000523,2680
E02000524,2497
E02000525,2999
E02000526,3328
E02000527,3725
E02000528,3486
E02000529,2659
E02000530,2306
E02000531,3410
E02000532,3784
E02000533,3696
E02000534,2337
E02000535,2696
E02000536,2754
E02000537,2749
E02000538,2602
E02000539,3323
E02000540,3081
E02000541,2773
E02000542,2743
E02000543,3031
E02000544,2729
E02000545,3167
E02000546,2674
E02000547,3210
E02000548,2959
E02000549,3639
E02000550,2811
E02000551,3065
E02000552,2767
E02000553,2490
E02000554,4122
E02000555,3674
E02000556,4440
E02000557,3894
E02000558,3393
E02000559,2961
E02000560,2802
E02000561,3010
E02000562,3437
E02000563,3682
E02000564,3104
E02000565,3313
E02000566,3332
E02000567,4436
E02000568,3204
E02000569,4270
E02000570,3620
E02000571,3657
E02000572,3217
E02000573,3623
E02000574,3274
E02000575,4253
E02000576,3563
E02000577,2965
E02000578,2439
E02000579,3565
E02000580,3905
E02000581,3133
E02000582,4545
E02000583,3676
E02000584,4155
E02000585,3770
E02000586,3849
E02000587,3564
E02000588,4345
E02000589,4343
E02000590,4256
E02000591,3345
E02000592,3901
E02000593,4089
E02000594,4081
E02000595,4079
E02000596,3554
E02000597,3587
E02000598,2826
E02000599,2335
E02000600,3371
E02000601,3332
E02000602,3469
E02000603,2762
E02000604,3276
E02000605,3010
E02000606,4172
E02000607,2470
E02000608,3243
E02000609,2745
E02000610,3992
E02000611,2716
E02000612,2970
E02000613,3168
E02000614,3113
E02000615,2943
E02000616,2354
E02000617,3158
E02000618,3876
E02000619,3511
E02000620,3495
E02000621,3379
E02000622,3250
E02000623,3385
E02000624,3371
E02000625,3127
E02000626,3154
E02000627,3182
E02000628,3447
E02000629,3359
E02000630,3377
E02000631,3288
E02000632,3316
E02000633,3466
E02000634,2820
E02000635,3103
E02000636,3152
E02000637,3505
E02000638,3511
E02000639,3502
E02000640,4156
E02000641,3010
E02000642,3492
E02000643,3461
E02000644,3228
E02000645,3580
E02000646,3408
E02000647,3402
E02000648,3328
E02000649,4587
E02000650,3306
E02000651,3210
E02000652,2703
E02000653,3047
E02000654,2912
E02000655,3420
E02000656,3146
E02000657,3094
E02000658,3055
E02000659,3287
E02000660,2752
E02000661,2989
E02000662,3080
E02000663,2687
E02000664,3359
E02000665,2779
E02000666,2590
E02000667,2504
E02000668,2570
E02000669,2657
E02000670,2593
E02000671,3308
E02000672,3303
E02000673,3325
E02000674,3028
E02000675,3354
E02000676,3058
E02000677,2515
E02000678,2496
E02000679,3155
E02000680,2924
E02000681,3119
E02000682,3014
E02000683,2761
E02000684,3002
E02000685,3412
E02000686,2701
E02000687,3348
E02000688,3066
E02000689,2790
E02000690,2437
E02000691,3093
E02000692,3924
E02000693,3663
E02000694,3686
E02000695,2904
E02000696,3201
E02000697,3712
E02000698,3267
E02000699,3400
E02000700,3408
E02000701,2765
E02000702,3010
E02000703,2998
E02000704,3532
E02000705,2896
E02000706,3133
E02000707,2707
E02000708,3118
E02000709,2942
E02000710,3165
E02000711,3210
E02000712,3211
E02000713,2705
E02000714,2420
E02000715,2088
E02000716,2153
E02000717,2170
E02000718,2182
E02000719,2627
E02000720,2060
E02000721,2494
E02000722,2628
E02000723,2539
E02000724,2371
E02000725,2777
E02000726,2752
E02000727,2093
E02000728,2242
E02000729,2153
E02000730,2375
E02000731,2466
E02000732,2166
E02000733,3268
E02000734,2511
E02000735,2264
E02000736,2697
E02000737,3126
E02000738,2333
E02000739,2173
E02000740,2455
E02000741,2474
E02000742,2485
E02000743,2598
E02000744,2692
E02000745,2833
E02000746,2159
E02000747,2855
E02000748,2440
E02000749,2938
E02000750,2761
E02000751,4153
E02000752,2625
E02000753,2376
E02000754,2556
E02000755,2106
E02000756,4332
E02000757,4097
E02000758,2179
E02000759,4536
E02000760,2387
E02000761,2070
E02000762,2073
E02000763,2261
E02000764,5197
E02000765,2061
E02000766,2066
E02000767,2171
E02000768,2295
E02000769,4435
E02000770,2361
E02000771,2002
E02000772,2076
E02000773,2221
E02000774,2129
E02000775,2092
E02000776,2017
E02000777,2291
E02000778,4107
E02000779,2495
E02000780,3696
E02000781,4089
E02000782,2644
E02000783,2096
E02000784,4137
E02000785,4199
E02000786,4727
E02000787,3945
E02000788,3514
E02000789,2938
E02000790,2402
E02000791,2977
E02000792,3177
E02000793,3013
E02000794,2523
E02000795,2471
E02000796,3780
E02000797,2956
E02000798,4230
E02000799,2360
E02000800,2138
E02000801,2829
E02000802,2733
E02000803,3969
E02000804,2975
E02000805,4122
E02000806,4033
E02000807,3223
E02000808,3010
E02000809,4053
E02000810,3364
E02000811,2799
E02000812,3714
E02000813,3212
E02000814,3353
E02000815,2913
E02000816,3475
E02000817,2592
E02000818,3360
E02000819,3256
E02000820,3441
E02000821,3015
E02000822,3549
E02000823,3002
E02000824,3150
E02000825,2657
E02000826,3208
E02000827,3651
E02000828,2833
E02000829,3263
E02000830,3291
E02000831,3271
E02000832,3397
E02000833,2906
E02000834,3548
E02000835,2646
E02000836,3131
E02000837,2877
E02000838,3349
E02000839,3298
E02000840,3158
E02000841,3058
E02000842,2855
E02000843,3372
E02000844,3030
E02000845,2888
E02000846,2630
E02000847,3402
E02000848,2802
E02000849,3037
E02000850,3989
E02000851,3797
E02000852,3160
E02000853,3169
E02000854,2873
E02000855,2936
E02000856,3333
E02000857,4127
E02000858,3147
E02000859,3483
E02000860,4059
E02000861,2786
E02000862,3086
E02000863,2225
E02000864,2670
E02000865,2388
E02000866,3336
E02000867,2617
E02000868,2240
E02000869,2508
E02000870,2443
E02000871,2570
E02000872,2208
E02000873,2189
E02000874,2544
E02000875,2850
E02000876,2495
E02000877,3001
E02000878,2935
E02000879,2602
E02000880,2260
E02000881,2107
E02000882,2017
E02000883,2303
E02000884,2082
E02000885,2082
E02000886,2675
E02000887,2433
E02000888,2355
E02000889,2553
E02000890,2748
E02000891,2505
E02000892,2624
E02000893,2804
E02000894,3390
E02000895,3200
E02000896,3486
E02000897,3189
E02000898,3070
E02000899,2931
E02000900,2973
E02000901,3354
E02000902,2969
E02000903,3061
E02000904,2412
E02000905,3136
E02000906,3322
E02000907,3779
E02000908,3708
E02000909,3169
E02000910,3659
E02000911,3594
E02000912,2957
E02000913,2855
E02000914,3333
E02000915,3124
E02000916,3236
E02000917,3225
E02000918,2998
E02000919,2918
E02000920,3020
E02000921,3663
E02000922,3448
E02000923,3188
E02000924,3704
E02000925,3020
E02000926,2962
E02000927,3051
E02000928,3539
E02000929,2792
E02000930,3687
E02000931,3262
E02000932,3583
E02000933,3519
E02000934,3683
E02000935,2193
E02000936,3800
E02000937,3012
E02000938,3538
E02000939,2927
E02000940,2804
E02000941,3920
E02000942,3568
E02000943,3194
E02000944,2277
E02000945,2465
E02000946,2815
E02000947,3666
E02000948,4036
E02000949,3956
E02000950,3097
E02000951,2666
E02000952,2589
E02000953,2713
E02000954,2193
E02000955,2342
E02000956,2721
E02000957,3654
E02000958,2820
E02000959,2695
E02000960,3013
E02000961,3566
E02000962,4416
E02000963,3199
E02000964,3897
E02000965,3832
E02000966,4043
E02000967,3267
E02000968,3463
E02000969,3063
E02000970,4033
E02000971,3856
E02000972,3404
E02000973,4240
E02000974,3501
E02000975,4055
E02000976,4809
E02000977,3085
E02000978,4231
E02000979,3444
E02000980,3717
E02000981,4644
E02000982,3638
E02000983,4755
E02003314,2512
E02003315,2037
E02003316,3111
E02003317,2025
E02003318,2252
E02003319,2992
E02003320,2285
E02003321,2492
E02003322,2436
E02003323,2181
E02003324,3136
E02003325,2766
E02003326,2797
E02003327,3032
E02003328,3300
E02003329,2433
E02003330,2606
E02003331,3653
E02003332,2162
E02003333,2668
E02003334,2189
E02003335,2462
E02003336,2446
E02003337,2580
E02003338,2985
E02003339,2361
E02003340,3136
E02003341,2131
E02003342,2500
E02003343,2336
E02003344,2664
E02003345,2307
E02003346,2493
E02003347,2367
E02003348,3087
E02003349,3097
E02003350,2415
E02003351,3137
E02003352,2374
E02003353,3233
E02003354,3722
E02003355,2636
E02003356,2557
E02003357,3478
E02003358,3443
E02003359,2951
E02003360,3075
E02003361,3037
E02003362,2850
E02003363,2305
E02003364,2570
E02003365,2634
E02003366,2527
E02003367,2252
E02003368,2271
E02003369,2260
E02003370,2477
E02003371,2336
E02003372,2935
E02003373,2608
E02003374,2349
E02003375,2315
E02003376,2455
E02003377,3183
E02003378,3233
E02003379,2300
E02003380,2937
E02003381,2228
E02003382,2924
E02003383,2399
E02003384,2444
E02003385,2746
E02003386,3313
E02003387,3351
E02003388,2045
E02003389,2989
E02003390,2814
E02003391,3174
E02003392,3427
E02003393,3157
E02003394,2930
E02003395,3457
E02003396,3637
E02003397,3141
E02003398,3358
E02003399,3802
E02003400,2974
E02003401,3549
E02003402,3520
E02003403,3599
E02003404,2256
E02003405,3271
E02003406,2818
E02003407,3600
E02003408,3194
E02003409,3973
E02003410,3134
E02003411,3397
E02003412,3383
E02003413,3285
E02003414,3865
E02003415,2831
E02003416,2840
E02003417,3164
E02003418,3345
E02003419,2739
E02003420,2233
E02003421,2068
E02003422,4531
E02003423,2212
E02003424,3079
E02003425,3935
E02003426,3510
E02003427,2706
E02003428,3383
E02003429,2764
E02003430,2539
E02003431,2605
E02003432,2763
E02003433,2636
E02003434,3318
E02003435,2732
E02003436,3248
E02003437,2464
E02003438,3769
E02003439,2251
E02003440,3522
E02003441,2851
E02003442,2825
E02003443,2348
E02003444,3133
E02003445,3152
E02003446,3149
E02003447,2782
E02003448,2361
E02003449,3269
E02003450,3341
E02003451,3536
E02003452,2274
E02003453,2355
E02003454,2984
E02003455,2367
E02003456,2143
E02003457,3627
E02003458,3005
E02003459,3336
E02003460,3237
E02003461,2817
E02003462,2990
E02003463,2658
E02003464,2355
E02003465,2305
E02003466,2602
E02003467,2426
E02003468,2670
E02003469,2390
E02003470,2179
E02003471,2481
E02003472,2635
E02003473,2275
E02003474,2171
E02003475,3076
E02003476,2780
E02003477,2323
E02003478,2504
E02003479,2378
E02003480,3151
E02003481,2513
E02003482,2196
E02003483,2386
E02003484,2677
E02003485,2997
E02003486,2501
E02003487,2870
E02003488,2727
E02003489,2405
E02003490,2352
E02003491,3120
E02003492,2089
E02003493,3259
E02003494,2613
E02003495,2988
E02003496,3205
E02003497,2721
E02003498,3298
E02003499,2756
E02003500,2965
E02003501,3565
E02003502,3147
E02003503,3351
E02003504,3561
E02003505,3582
E02003506,2762
E02003507,3822
E02003508,3219
E02003509,4302
E02003510,3790
E02003511,3143
E02003512,3427
E02003513,2659
E02003514,4546
E02003515,3609
E02003516,4557
E02003517,3763
E02003518,3995
E02003519,4541
E02003520,4242
E02003521,4272
E02003522,3433
E02003523,4177
E02003524,2993
E02003525,2280
E02003526,2510
E02003527,2574
E02003528,2513
E02003529,2967
E02003530,2858
E02003531,3320
E02003532,3099
E02003533,2475
E02003534,3398
E02003535,3552
E02003536,3165
E02003537,3713
E02003538,4089
E02003539,3491
E02003540,3407
E02003541,4285
E02003542,3415
E02003543,3245
E02003544,2560
E02003545,3177
E02003546,3567
E02003547,3297
E02003548,2766
E02003549,2558
E02003550,3207
E02003551,2327
E02003552,2637
E02003553,2400
E02003554,2556
E02003555,3087
E02003556,2441
E02003557,2991
E02003558,2727
E02003559,2961
E02003560,3108
E02003561,3049
E02003562,3361
E02003563,3361
E02003564,3325
E02003565,2289
E02003566,2638
E02003567,2938
E02003568,3431
E02003569,3079
E02003570,2955
E02003571,2415
